P84040,P,2005,1
P91009,b,2007,938
P91009,B,2007,8
Y00050,H,1999,1
P87661,E,1993,51
P87661,e,1993,7
Not Recorded,M,1993,1
Not Recorded,m,1993,13
Y00445,F,1986,82
P87027,S,1978,15
P84021,1,2003,2
P87017,E,1995,1600
P87017,e,1995,84
P91018,f,2005,41
P91018,F,2005,11
P91631,F,2013,1
P82627,T,1991,1
P91013,b,2014,70
P91013,B,2014,2
Y02767,L,1970,3
P87002,1,1985,98
P84677,B,2014,1
Y02719,2,1995,8
P87639,C,1971,4
P87624,0,1999,15
P84054,2,1999,3
P82003,P,2007,15
P92028,L,2004,21
P91629,9,1984,1
P92633,~,1994,3
P84057,8,2008,4
P87652,~,2002,26
P84005,6,2008,4
P84046,7,1998,2
Y02625,R,1986,9
P92637,Q,2002,1
W91062,$,2011,9
P87019,U,1977,2
NULL,M,1990,1
P92605,7,1972,2
Y02622,1,1949,2
P87649,9,1970,1
P91604,F,2013,4
P91604,f,2013,5
P82007,e,1994,15
P82007,E,1994,6
NULL,S,1993,7
N81109,6,2010,5
P86015,6,2007,3
P92023,E,2010,1
P92007,a,2001,3
P92007,A,2001,1
P91627,P,2004,5
P91009,7,2011,33
P84669,S,1998,2
P82001,9,2001,1
P92621,I,1999,3
P91003,2,2013,45
P84054,d,2010,1
P87668,$,2013,90
P87027,H,1999,810
P87027,h,1999,233
P87630,~,1986,29
P84030,5,2000,4
P87641,1,1958,1
W91062,d,2001,14
P87003,S,1987,28
Y02886,C,2004,1
P87024,j,2003,8863
P87024,J,2003,1221
P87008,L,1951,1
P91631,8,2006,2
P87658,J,1993,18
P87658,j,1993,8
P83609,~,2001,5
Y02625,N,2008,2043
Y02625,n,2008,121
P91629,H,2006,12
P83009,k,2010,11
P83009,K,2010,1
P86005,5,1981,1
P87660,C,1996,35
P87660,c,1996,75
P92637,7,2012,1
P84669,M,1995,1
P87610,R,1987,8
P87642,6,1999,49
P87661,6,1985,12
Y02321,U,1963,1
P84074,C,1899,1
NULL,P,1981,1
P87032,b,1992,49
P87032,B,1992,13
P87627,A,1950,5
P87003,M,2004,119
P87003,m,2004,1765
Y02886,1,1995,6
P87020,U,2014,13
P91008,j,2004,4
N81048,9,2011,72
P87637,V,2004,3
P87641,N,2006,1361
P91037,F,1998,1
P84021,d,2009,275
N81059,p,2009,4
N81059,P,2009,7
P87028,H,1959,3
P87026,F,2011,2258
P87026,f,2011,11679
P87024,S,1984,110
P82023,C,2013,5
P87017,S,1994,1694
P92020,O,1992,3
P84630,k,2004,1
N81109,a,2010,18
N81109,A,2010,11
Y03366,F,2004,6
N83019,6,1986,2
P91619,1,1976,2
Y02849,H,1989,2
P91029,7,2007,7
Y00443,K,2001,1
P87613,k,2012,92
P87613,K,2012,180
P87008,7,1991,300
P87036,H,2005,695
P87036,h,2005,222
P87032,M,1967,3
P87613,T,1982,2
P87002,Z,1987,24
P87649,N,1974,1
P87658,O,2013,3484
P87658,o,2013,1
