P87020,G,1982,1
P87017,M,1979,15
P87654,3,2007,1272
P87610,3,1973,2
N83019,3,2012,2
P91004,7,2011,6
Y02767,m,2015,1
P87618,L,1995,4
P87618,l,1995,1
P82015,O,1993,1
P91006,b,2007,266
P91006,B,2007,16
P82633,C,1992,1
P91017,N,2004,2
P84010,c,2009,1
P84684,f,2006,2
Y00445,R,1960,2
P87657,J,1962,2
P84005,8,2009,3
P87019,6,1957,2
P91615,Z,2009,5
P87620,9,1971,7
P87040,S,2002,423
P87040,s,2002,285
P87040,M,1999,340
P87040,m,1999,4086
P87028,J,1969,5
P82034,9,2010,4
P84057,T,2008,1
P87028,I,2002,1162
P87028,i,2002,116
P91018,9,2006,292
P87659,1,1984,17
P92020,N,2002,17
P87035,Q,1995,14
P87019,1,1899,5
P87614,9,1999,3
P82005,A,2001,10
Y02767,b,2000,2260
Y02767,B,2000,37
Y02625,A,1981,8
P83623,H,2005,17
P83623,h,2005,4
ZZZX,U,2004,400
P91008,1,2006,53
P87026,l,2002,649
P87026,L,2002,366
P87625,F,1996,278
P87625,f,1996,2
P87648,U,2004,6
N81124,j,2010,1
P84020,~,2008,2
P84023,g,2009,3
P87624,S,1963,6
P87003,6,2012,7638
P87649,Z,1999,65
P91014,m,1998,28
P91014,M,1998,8
P83001,G,1995,7
P83001,g,1995,4
P87642,M,1972,1
P92029,9,2008,3
P87658,V,2006,349
P87641,A,1988,2
P87651,6,2005,612
P87027,1,2008,27266
P87624,M,1960,3
P82031,C,2001,7
P84074,4,2010,1307
P84033,P,1998,1
P87661,F,2008,439
P87661,b,2000,287
P87661,B,2000,124
P87027,7,1976,36
P91035,9,2001,3
P84635,0,2006,1
P87028,H,1971,6
P84034,b,2008,12
P84663,4,2000,32
N81089,p,1997,1
Y02625,*,2007,1
P91627,4,2011,1583
P92637,I,2003,1
P87614,4,2004,3859
P92652,m,2004,6
P92652,M,2004,5
P91032,P,1993,1
P87625,Q,1982,2
P92016,9,2008,8
Y00445,3,1967,2
P87040,T,1996,71
P91021,1,2010,318
P82004,E,2009,9
P82012,3,2007,1
P87018,2,1998,17
P91019,M,2001,8
P91019,m,2001,2
Y00016,2,1992,1
P92605,5,2014,62
P82008,8,2000,23
P87020,F,1964,3
P91037,O,2001,1
P84026,O,2001,1
P87651,R,2001,54
P87004,e,1997,1400
P87004,E,1997,6
P91032,0,1993,1
P84645,C,2001,23
P84645,c,2001,9
Not Recorded,9,1987,3
P84678,7,2010,1
P87032,b,2004,16950
P87032,B,2004,170
P91003,H,2003,11
P91003,h,2003,1
P87632,S,1967,9
Y02321,I,2002,17
Y03083,f,2009,15
Y03083,F,2009,1
P82007,T,1999,20
P87039,5,2005,1218
P92605,d,1996,47
P92605,D,1996,7
P82033,A,2007,1
Y02625,~,2011,7520
P87025,b,1995,3744
P87025,B,1995,31
P82660,6,2010,38
P83001,m,2011,17
P83001,M,2011,8
P87649,A,1995,8
P87649,a,1995,2
P87625,6,1979,4
P87002,8,1985,11
P87016,4,2009,457983
P84009,n,2005,1
P84009,N,2005,1
P87668,H,2010,603
P87668,h,2010,243
P87022,9,1975,2
P87035,6,1969,3
P84070,D,1999,2
P91036,R,2006,1
P87618,K,2007,133
P87618,k,2007,43
P92042,J,2004,1
P82015,I,2006,3
P82015,i,2006,1
P87659,g,2004,423
P87659,G,2004,109
P83011,3,2003,6
P82016,8,2006,7
P87017,P,2010,7869
P87017,p,2010,158
P87661,7,2004,204
P91018,S,1984,3
P87668,9,1988,4
P87624,E,1984,10
Y02660,k,1998,1
P83029,2,1996,6
ZZZZ,L,1983,5
NULL,K,1980,2
P87658,7,1995,91
P87637,R,2002,37
P91004,$,2003,1
P87028,K,1974,14
P87634,U,2006,111
P87016,X,2005,8
P87639,N,1964,2
P84061,9,2010,6
P86004,Z,2007,1
P87019,i,1996,360
P87019,I,1996,14
P87629,5,2009,750
Y02520,6,2001,3
Y02625,.,2010,46
P91013,k,2005,1
P91013,K,2005,2
W91062,H,1985,6
P87634,A,1954,3
P83006,Z,2005,2
Y00016,6,2014,1
P84030,2,2011,195
P91026,j,2012,12
P91026,J,2012,7
P83011,N,2013,1
P91012,b,2006,201
P91012,B,2006,8
Not Recorded,k,2009,4
P87659,F,1996,37
P87659,f,1996,1
P91014,C,1988,3
P91008,l,1991,1
P87610,C,1976,3
P87015,8,1991,364
P84034,H,1984,1
P87027,~,2002,494
P92652,S,2007,11
P87639,9,1946,1
P84631,2,2009,57
P82021,N,2009,4
P84652,N,2008,1
P83609,R,2000,4
Y01695,a,1992,1
P84683,6,2006,11
P87637,$,2005,35
P87036,g,2000,297
P87036,G,2000,35
Y00445,7,1989,280
P87624,2,1977,3
Y02767,C,2005,245
Y02767,c,2005,1544
P87003,N,1959,2
ZZZX,Y,2006,34
Y02625,6,2001,1717
NULL,b,2001,77
NULL,B,2001,7
P87032,H,1954,2
P87020,M,1998,68
P87020,m,1998,968
P91030,F,2008,4
P87015,A,2001,112
P87015,a,2001,2495
P84630,8,2010,7
P87657,P,1991,1
P91020,k,2010,17
P91020,K,2010,2
P87661,6,1968,1
P87660,T,2006,58
P87649,S,2002,878
P87017,N,1985,27
P87027,$,2001,606
P87657,$,2014,150
P91617,6,2008,3
P87629,Z,1989,3
P87003,P,1984,4
P83027,g,1997,2
P92602,L,1999,5
P87639,b,2006,7629
P87639,B,2006,32
P87614,i,2012,1
P92633,8,1999,1
P82015,8,1986,1
P83025,T,2010,2
P92651,4,2000,1
P82015,~,1996,47
P92643,1,2003,4
P87625,Q,2002,243
P91633,S,2009,9
P91633,s,2009,8
P82002,1,2009,7
P82020,L,2009,17
P82008,R,2006,41
P91017,8,2013,72
P87627,A,1962,2
P87658,L,2015,2
P87654,R,2004,327
P87660,1,1970,5
W91030,J,2011,1
P82012,7,2009,2
P84005,H,2001,1
P87630,H,1988,17
P91605,Z,2009,1
Y02520,2,2002,13
P87039,U,2010,19
Y02625,~,2008,7229
P91029,K,2011,1
P91029,k,2011,5
P92605,~,2014,25
P84683,9,1995,1
P87020,S,2001,148
P87020,s,2001,10
P87657,M,2000,344
P87657,m,2000,1058
P87613,2,2069,3
P92023,M,2003,8
P91018,D,2009,5
P91018,d,2009,265
P82005,E,2009,8
P87025,1,2011,32119
N81634,4,2006,230
P82003,A,2004,10
P87017,4,1986,57
N81007,a,2003,1
P84677,A,2008,1
P84677,a,2008,1
P91012,m,2001,51
P91012,M,2001,3
P91012,B,1986,1
P84064,b,2010,39
P87637,2,1998,755
N81041,3,2014,1
P87002,$,2006,561
P82006,H,2006,1
P92646,Q,2012,2
P87039,1,1963,5
P87040,p,2010,2090
P87040,P,2010,170
P83001,l,2003,48
P83001,L,2003,6
P87649,i,2011,123
P87649,I,2011,682
Y02849,8,1998,2
P86005,Z,2007,917
P84022,9,2007,4
P92002,~,2002,2
P91006,c,2012,53
P91006,C,2012,3
P87008,1,1900,3140
P84038,e,2001,1
P91021,h,2004,4
P91021,H,2004,8
P87036,6,1969,1
P84605,3,2005,2
P91003,0,2010,2
P87014,d,2010,16845
P87014,D,2010,138
P91016,9,2009,237
P82633,8,2011,1
Y02378,D,2009,1
W91062,N,1990,2
P82613,8,2007,18
P84061,6,2004,1
P87003,P,1964,2
P87658,P,1951,1
P82660,3,2004,2
P92646,P,2001,20
W91062,3,2014,23
P87617,k,2007,180
P87617,K,2007,14
P92605,V,1994,3
P87019,Z,2004,1221
P87625,S,2006,2332
P84615,M,2010,2
P84615,m,2010,4
N81048,H,1993,2
P91037,~,2004,1
P87035,7,1985,125
P84033,c,1997,2
P87661,3,1982,2
P87014,1,1963,1
P87032,A,1995,93
P87032,a,1995,126
P84635,7,2007,3
P87026,A,2006,2465
P87026,a,2006,6777
P87613,6,2091,3
P87025,S,1993,164
P87025,s,1993,32
P87624,P,1991,18
P87630,T,1984,1
P83001,$,2012,5
P84046,8,2012,40
P87016,F,1952,7
Y03083,8,2005,12
P91011,$,2002,2
P87039,5,1985,11
P91604,i,2004,24
P91604,I,2004,1
P87004,Q,1995,3
P87639,J,2000,250
P87639,j,2000,787
P87642,N,1978,1
P87620,.,2013,1
P87629,5,1989,7
P84010,d,2004,1
P83623,Z,2004,4
P87624,B,2008,2478
P87624,b,2008,961
P82001,5,1991,1
P82003,S,2011,4
P87659,V,2000,1
P91623,c,2013,1
P91006,9,2004,95
P91631,Z,2012,2
P83029,6,1998,2
P87008,W,1999,329
P92033,V,1994,1
ZZZX,p,2007,588
ZZZX,P,2007,2943
P91018,Z,1998,4
P87660,Q,2011,7
P87660,q,2011,12
P92605,c,2001,45
P92605,C,2001,32
P82008,K,2006,5
P82008,k,2006,7
P87627,L,1978,3
P87634,M,1958,5
P87654,C,1987,12
P87654,c,1987,2
P87020,J,1977,13
P83007,C,1998,3
P83007,c,1998,12
Not Recorded,R,2009,1
P87040,2,2002,13781
P87634,S,1961,9
Y02886,~,1994,20
Y03079,S,2007,24
P87634,U,1986,4
P84663,1,2014,4
P87025,A,1986,29
P87002,U,2004,135
P82607,2,2007,23
P87642,p,2003,2
P87642,P,2003,201
P82003,M,2008,1
P82660,E,1998,4
Y02319,P,2011,2
P87020,i,2010,4479
P87020,I,2010,2
P91014,N,2004,21
P87022,9,1955,2
P87624,Q,2002,144
P83623,~,2006,18
P84030,e,1998,4
P84030,E,1998,3
Y02767,R,1999,74
P92637,8,1997,3
P87024,1,1971,40
P87620,5,2012,3998
P87641,6,2008,4030
P87668,b,2014,12131
P87668,B,2014,71
P87004,P,1984,1
P87657,l,2015,10
P87008,R,2009,3382
P87658,7,1952,1
P87624,N,1966,3
P91037,1,2009,39
P91025,g,2008,9
P82007,9,1976,2
P82015,9,2002,23
P92635,2,2008,12
P87668,H,1990,161
P87004,4,1980,12
P84053,3,2007,1
P87032,S,2002,203
P87032,s,2002,63
P91012,7,1990,1
P87659,8,2012,2237
Y02767,2,2009,15518
P91008,d,2004,95
P82660,K,2001,1
ZZZZ,3,2002,437
P91027,J,2012,1
P91027,j,2012,5
P84049,N,2001,4
Y03079,M,2004,2
Y03079,m,2004,2
P87617,T,1997,1
P92605,j,1997,29
P87002,Z,2013,838
P92605,J,1997,1
P87027,A,1963,1
P87652,e,2001,1228
P87652,E,2001,9
P91617,b,2011,165
P91617,B,2011,1
P87658,U,1988,3
ZZZZ,U,1976,3
P92623,l,2008,1
P87661,7,1984,49
P84070,1,1995,1
P87035,3,1983,9
Y02129,b,2009,135
ZZZZ,6,1968,14
Y02129,B,2009,5
Y02625,6,1981,4
NULL,S,1956,1
P84684,A,2009,1
P84684,a,2009,10
P92015,N,2000,1
P83609,H,1997,4
P87634,d,2006,16476
P87634,D,2006,106
P84673,6,2011,19
P83001,H,1992,4
N81083,2,2010,3
P91017,3,1994,6
P87028,C,1977,10
P87613,M,1977,2
P84630,F,2002,1
P91009,p,2007,20
P91009,P,2007,8
P86006,d,2009,8
Not Recorded,~,1997,17
P87008,I,1997,1281
P87008,i,1997,33
N81634,3,2009,7
P87027,R,1971,3
Y00445,N,1899,4
P91006,I,1994,1
P87668,4,1973,3
N81109,N,2008,1
P87016,N,2008,3994
P87016,n,2008,315
P87039,K,1969,6
P87627,A,2002,890
P87627,a,2002,31
P91004,g,2006,2
P91004,G,2006,7
P87648,9,1998,14
P87036,1,1994,2460
P87014,b,1990,19
P87014,B,1990,4
P87002,R,1960,2
N81059,2,1998,6
P86005,S,2007,198
P86005,s,2007,318
P92637,M,2011,9
P92637,m,2011,1
P91603,R,1990,1
P92014,9,1999,1
P87015,K,2009,169
P87015,k,2009,1596
P87025,C,1980,8
P87668,O,2008,11
P87668,o,2008,1
P87028,D,1952,1
P87027,G,1994,190
P87027,g,1994,563
P87017,E,1983,10
P91604,~,2005,25
Y00445,9,1959,2
P87634,E,1982,1
ZZZX,D,1961,1
Y02625,H,1994,225
Y02625,h,1994,32
P91029,1,2008,171
P87003,R,1980,5
P91625,i,1999,1
P87660,G,1996,27
P87660,g,1996,13
P84669,K,2005,2
P87627,0,1994,3
P83605,2,1990,1
N81108,R,2006,3
P91036,4,2009,191
P92637,7,2000,2
P82023,1,2007,2
Y02625,9,2007,20173
P87618,G,1967,1
P87008,9,2007,11368
P87019,N,1967,3
P87019,q,2003,79
P87019,Q,2003,32
P87661,H,1996,117
P91012,R,1985,1
P91019,K,2008,3
P83009,K,1998,2
P82627,6,2007,14
P87658,3,2013,1409
P91633,H,2010,9
P87003,7,1965,23
P84046,3,1993,1
P87025,R,1974,2
P87610,1,1984,58
P87024,Q,2006,27
P87024,q,2006,318
P84690,9,2007,14
P87625,R,1987,2
P87020,f,2007,4320
P87020,F,2007,676
P91032,2,1999,5
P84049,6,2011,10
W91062,d,1989,3
P87024,p,1995,22
P87024,P,1995,29
P87637,Z,1998,9
P87040,8,1994,79
P87624,F,1953,1
P84645,G,1995,1
P86005,1,2005,12765
P87015,4,2009,114469
P87627,K,1970,4
P87624,J,1899,2
P91035,4,2006,181
P86005,j,2006,1986
P86005,J,2006,813
Y02520,1,2006,24
P87026,6,1963,2
P87017,V,1899,1
Y02795,2,2009,3
P83004,5,1994,4
P87008,J,1964,3
P87642,1,1993,26
P87629,P,1957,2
P87004,3,1983,2
Y02378,B,2009,1
P87035,J,1975,10
P87617,8,2009,434
P87036,M,1973,5
P87017,N,1965,3
P87028,7,1999,279
P87017,P,1990,763
P91615,2,2009,66
P82020,6,1993,1
P87019,p,1992,209
P87019,P,1992,21
P87017,Q,2001,385
P87017,q,2001,1
P83621,c,1997,1
P87017,7,2011,1750
N81007,9,2009,45
P84616,9,2001,3
P91025,2,1990,3
P87660,F,1962,5
P87016,6,1935,157
P87639,9,2009,12153
P91026,k,1997,1
P82037,U,2010,2
Y03083,7,2008,1
P82625,V,2011,1
ZZZZ,N,1977,8
P92652,9,1992,4
P87654,4,2004,73370
P87649,K,2003,86
P87649,k,2003,29
P91013,V,2001,1
P87036,j,1995,805
P87036,J,1995,96
P87035,1,1974,23
P91632,8,2007,2
P87634,6,1974,5
P82652,7,2010,1
Y00445,6,1973,13
P91009,N,1982,1
P87641,V,2015,7
P84030,1,1995,2
P84023,H,2006,2
P87649,2,1993,167
P84074,9,2005,80
P84019,6,1999,2
P87613,N,1900,9
Not Recorded,A,2001,68
Not Recorded,a,2001,2
P82031,4,1998,2
P84673,4,2002,1
P87008,S,1965,28
P87627,b,1991,8
P87627,B,1991,18
P87020,7,1963,28
N81114,3,2007,1
P87003,N,2002,108
P87003,n,2002,5
P83025,6,2009,56
P87634,7,2010,4445
P91603,c,1996,5
P87035,2,2010,44501
P83007,f,2001,1
P83007,F,2001,10
P87026,7,1999,375
P92637,a,2007,4
P92637,A,2007,15
P84638,S,1995,2
P87639,c,1988,1
P87639,C,1988,10
Y02129,3,2011,18
P87625,N,2009,1100
P87625,n,2009,5
P84025,d,2007,46
P84025,D,2007,114
N81126,9,2005,1
P87639,T,1995,17
P87032,R,1983,11
N81108,H,2003,10
P84627,8,2010,19
P87624,S,1900,5
P83605,e,1991,2
P87624,5,2003,971
P91011,J,1980,2
P91625,S,1967,1
P87630,O,2009,2773
P91627,7,1993,6
P82008,G,2006,33
P82008,g,2006,5
Y00445,U,2004,174
P87008,5,1985,29
P87661,f,2008,2640
P87652,0,1997,2
P92637,H,2012,2
P92615,L,2010,1
P87039,1,1900,1
P87637,3,1994,64
P87028,F,2000,2804
P87028,f,2000,117
P87020,5,1954,1
N81059,G,2008,2
N81059,g,2008,10
P86602,8,2010,1
P91017,e,2002,7
P82007,A,1978,1
P82008,M,2002,64
P82008,m,2002,5
P87645,B,1998,1
P87657,g,2007,1303
P87657,G,2007,269
P87624,U,2008,69
P92643,b,2007,7
P87027,M,1987,25
Y02849,9,1994,1
P87020,6,1990,46
P91014,$,2012,1
ZZZX,L,1988,27
P91615,$,2011,2
P87002,D,1981,6
P87039,6,1978,5
P87639,U,1986,5
P83609,7,2005,3
P84065,A,1998,3
P87040,3,1995,57
P83001,2,2005,330
Y02767,Q,1994,6
P91035,3,2009,13
Y02625,U,2013,37
N81014,2,2013,3
P87654,6,1973,13
Y00445,5,2000,958
P92632,T,2004,2
P84053,p,1999,1
P87035,K,1980,10
P87632,R,2011,50
P84652,m,2002,1
P84652,M,2002,3
P87014,1,1900,3
P87634,~,2003,273
P87019,7,2013,3194
P91021,2,1983,1
P87016,8,1948,1
P87027,F,1960,1
P87019,C,2014,512
P87019,c,2014,21898
P82012,4,2004,90
P87022,3,1983,1
P84019,i,2009,1
P87016,9,1984,14
P92033,E,1995,5
P87610,B,1971,2
P84684,i,2005,1
P87025,2,2007,43823
P87032,$,2009,483
P87659,9,2008,5547
P87639,d,2006,4503
P87639,D,2006,32
Y02887,I,2006,2
P87620,e,2013,9189
P87620,E,2013,60
P87654,N,1963,1
Y03079,J,1986,1
P92042,1,2009,29
P87613,H,1978,5
P87008,Q,2004,1495
P87008,q,2004,5
P87620,1,1970,8
P84605,i,2007,12
P87659,c,1993,42
P87659,C,1993,13
P91012,8,2007,75
P87660,j,2011,1055
P87660,J,2011,247
ZZZX,2,1907,2
ZZZZ,R,1995,197
P87019,G,1968,2
P92646,M,1990,1
P82015,0,2008,2
P91627,5,1984,1
P87040,S,1982,55
P86010,l,1999,1
P87028,2,2004,16741
Y02767,7,2004,501
P87610,U,2014,17
P86606,2,2009,11
P87026,S,1970,10
P87654,7,2009,1907
P84056,6,2010,4
P83006,K,2009,2
P82652,C,2008,2
P82652,c,2008,1
P87627,5,1986,54
P82002,6,2004,3
P87040,j,2001,4608
P87040,J,2001,257
P87610,j,2008,3778
P87610,J,2008,626
P83025,8,1999,11
P87661,8,2001,198
P87032,S,1959,2
P87660,M,1989,12
P87660,m,1989,2
P83019,i,1996,2
P91009,Z,1999,2
P87004,9,1995,472
P84070,2,2011,21
P87008,E,1986,74
P87035,4,2000,9201
P87632,8,1979,1
P92005,9,2010,9
P91013,l,2013,11
P87024,R,2011,727
P92033,N,1997,3
P92632,H,2011,1
P87668,M,2009,537
P87668,m,2009,1770
P87627,A,1899,7
P82009,7,2006,3
P87627,V,1989,1
P87641,7,2004,86
P82023,7,1998,1
P91020,3,1979,1
P87658,8,1992,7
P87659,H,2001,175
P87659,h,2001,68
P87016,G,2006,1129
P87016,g,2006,4214
Y02520,j,2007,8
P87040,0,1973,1
Y00445,8,1986,22
P91006,6,1998,16
P83609,a,2012,7
P83609,A,2012,2
P87022,e,1991,3
P92623,4,2000,5
P92035,~,1999,1
P91623,k,2010,2
P91623,K,2010,1
P84057,2,2008,15
P86005,T,2001,50
P87620,2,2006,26745
P84067,K,2006,1
P87620,R,1973,1
Y02660,I,2006,12
Y02660,i,2006,3
P87017,L,1991,410
P87017,l,1991,2
P91004,M,1999,1
P91004,m,1999,3
P91021,b,2008,193
P91021,B,2008,12
P87017,C,2009,13591
P87017,c,2009,838
P87625,4,1990,7
P87017,1,2006,8114
P87652,S,2000,103
P87652,s,2000,9
P91603,I,1998,2
Y03079,4,2011,352
P87014,6,1958,2
P87630,M,1987,12
P87024,Z,1987,25
P87637,a,1994,178
P87637,A,1994,34
P87039,6,1958,4
P91004,S,2002,5
P91006,3,2012,48
P87660,B,1974,1
P82007,B,1967,1
P87658,5,2006,711
N81634,Z,2002,1
P87651,a,2013,2336
P87651,A,2013,201
P92639,1,1899,1
P92015,A,1990,1
Y02622,l,2006,104
Y02622,L,2006,26
Y03083,c,2006,27
Y03083,C,2006,3
P87017,9,2004,5985
P87660,S,1992,52
N81124,M,2008,1
Not Recorded,G,2009,7
Not Recorded,g,2009,2
P87039,W,1999,22
P87625,D,2008,1828
P87625,d,2008,226
P87645,K,1997,3
P87003,g,2000,184
P87003,G,2000,85
P91623,6,1999,1
P91009,~,2001,15
ZZZX,7,1965,15
Y02887,A,2010,1
P87652,N,1983,5
Y02622,A,2010,264
Y02622,a,2010,575
P84035,K,2007,1
N81108,S,2005,2
P87634,7,1947,2
P87016,S,1982,120
P87015,1,1983,6
P87648,7,2008,463
P82001,~,1999,4
P91603,7,1998,2
P87032,M,1993,62
P87032,m,1993,65
P87015,L,1997,10
ZZZZ,7,2004,1165
P87642,K,1976,1
P87668,k,1993,24
P87668,K,1993,26
P83001,j,2013,11
P83001,J,2013,3
P87634,g,2005,1326
P87634,G,2005,747
P91003,3,2012,9
P82616,H,2010,1
P84063,1,2006,4
P92605,1,1992,30
Not Recorded,T,1999,38
P92632,1,2008,1
P87613,~,2014,20899
P84690,m,1999,2
P84690,M,1999,2
P87040,9,1967,8
P87027,S,1970,6
Y00445,7,1969,70
P87017,K,1963,4
P91014,e,2002,22
P91014,E,2002,3
P82001,F,2004,1
ZZZZ,d,1996,1284
ZZZZ,D,1996,196
P83011,H,1988,1
P84067,b,2007,18
P87651,5,2009,277
P87019,J,1963,1
P87652,9,1991,12
P87025,5,2013,5626
Y02767,9,1974,5
P87610,e,1990,1774
P87610,E,1990,5
P91625,c,1997,1
P84025,H,2003,2
P82007,9,1996,27
P87645,c,2003,51
P87645,C,2003,28
P91021,R,2007,8
P87614,G,2004,37
P87614,g,2004,43
P84033,H,2011,1
P92033,C,2001,42
P92033,c,2001,6
Y02660,7,2006,1
P87026,7,1936,1
P84019,A,2013,2
Y02886,E,1992,1
P84019,a,2013,9
Y02625,$,2010,906
P87036,o,1995,2
P87613,4,1999,2640
P92605,5,1994,8
P91011,C,2011,5
P91011,c,2011,1
Y02623,Z,1996,1
P87657,S,1983,22
Y00445,T,2013,151
P91032,l,2011,4
P87019,9,1983,222
P87641,9,1974,1
P87629,1,1987,12
P91605,8,2001,2
P83006,2,2005,12
P87036,0,2001,28
P87004,S,1996,153
P87004,s,1996,19
P87039,J,1964,6
P91004,e,2003,9
P91004,E,2003,4
P87035,c,2006,7284
P87035,C,2006,317
P82652,F,1991,1
P91027,7,1982,4
P87003,1,1997,1129
P87002,L,1962,5
P89017,F,2013,27
P87627,L,1958,1
P87025,4,1977,3
P91627,F,1974,1
P87632,d,2012,6195
P87632,D,2012,2
P92023,A,1999,1
P83001,m,1991,1
P87620,G,1973,2
Y02625,1,1923,2
P87613,T,2014,2360
P92637,1,2009,83
N81107,6,2004,2
P82020,I,2009,4
P92020,.,1997,6
P87017,H,1960,1
P92033,5,1994,1
P87659,O,1999,4
Y02129,8,2010,108
P87027,7,1956,3
P87028,B,1972,1
P87028,4,1974,9
P91016,H,2002,3
P87613,1,2013,4207
P87658,L,1995,393
P87658,l,1995,4
P92619,8,2010,7
P87641,k,1996,6
P87641,K,1996,6
P91012,L,2013,12
P91012,l,2013,11
P92002,C,2001,18
N81067,m,2009,2
P82011,N,2006,3
P83004,k,2012,12
P87651,H,1998,42
P87630,E,1991,22
P92020,W,2010,7
P84061,2,2002,11
P87629,~,1997,7
P87630,R,1971,1
P87008,H,2006,3272
P87008,h,2006,13
P87040,E,1983,1
P87654,H,2001,432
P87654,h,2001,189
P84004,4,2010,157
P87632,U,1992,1
P87624,3,2013,1324
P87002,f,2009,17009
P87002,F,2009,3134
P91008,4,2012,569
Y02660,A,2010,39
P84046,m,2003,29
P84046,M,2003,3
P91004,c,1989,1
P91016,5,2007,12
P87027,4,2014,293721
P87024,U,1992,9
P91603,3,1996,1
P92023,S,2006,11
P92633,1,1991,1
Y02767,H,1996,336
Y02767,h,1996,2
P83010,2,2008,10
P87630,N,1993,23
P84605,a,2011,3
Y02622,Q,1993,3
P91025,f,1994,1
P87652,N,2003,149
P87652,n,2003,68
P87618,K,1987,1
P87620,V,2012,31
P92016,2,2000,12
P83019,m,2004,1
P87002,2,2013,100870
N81107,2,2002,1
P84627,2,1998,4
P87637,9,1986,14
P83608,9,1995,2
P91035,H,2003,6
Y00445,C,2006,2154
Y00445,c,2006,8716
P87016,.,2003,14
P87015,~,1984,2
ZZZZ,S,1951,1
Y02378,4,2011,39
P87659,Z,2000,14
P92643,h,2006,4
Y03083,d,2001,2
P87660,6,2008,3330
P87032,P,1967,2
N81014,N,2004,2
P87632,J,1966,1
P92028,8,1995,2
P84009,p,2010,1
P91003,6,1998,16
P82021,e,2007,2
P82021,E,2007,1
P87024,i,1999,1072
P87024,I,1999,20
P84028,9,2007,3
P87039,i,1997,158
P87039,I,1997,3
P91007,4,1992,1
P91014,2,1992,9
P87652,5,1989,8
P86005,F,1977,4
P84605,b,2000,5
N81107,O,2007,1
P87630,A,1900,5
P87017,6,1975,35
Y02321,J,2012,1
P87025,T,2007,209
P87637,o,1997,6
P87620,3,1979,1
Y02660,9,1996,2
P87617,d,2008,5139
P87026,Z,1970,2
Y02319,7,2008,3
P84012,2,2005,37
P86005,A,1980,8
P87040,V,2002,17
P84640,d,2012,1
P84070,S,1997,2
N81108,9,2010,38
P87660,5,2012,1511
P87629,L,1981,3
P82012,6,2013,1
Y03366,7,2011,1
P87661,T,1989,8
N81634,p,2010,35
Y03079,9,2006,22
P87610,d,1991,2361
P87610,D,1991,29
P87659,7,1995,38
P87632,N,1970,2
P87008,~,1987,18
Y02660,c,2004,12
Y02660,C,2004,4
P87624,R,2007,2252
Y02622,D,1979,1
P87020,T,1972,2
P87020,K,2002,104
P87020,k,2002,686
P87625,~,1971,3
P87028,T,2004,1925
P87026,B,1995,68
P87026,b,1995,1800
N83019,4,2009,3
P87660,~,2014,80
P87651,7,1978,2
P87641,1,2013,4807
P87039,H,1966,5
P87659,j,1999,202
P87659,J,1999,20
P87625,9,1985,23
Y03083,p,2007,8
P87617,Z,2003,4
P87024,N,1970,6
P83011,d,1992,3
P87613,U,2005,75
P87028,3,1977,3
P83025,d,1998,16
P82628,m,2005,4
P87027,6,1983,30
P91018,b,2009,154
P91018,B,2009,10
P92016,.,2001,2
P82003,C,1998,1
Y00445,A,1952,4
P87634,Q,2000,2
P87634,b,2006,23172
P87634,B,2006,192
P91025,6,2012,13
P87639,5,1987,74
P84053,I,2003,1
Y02129,7,2013,1
P82007,4,2001,1044
P91013,1,1999,21
Y00445,M,1976,28
P91604,a,2008,87
P91604,A,2008,15
P83608,i,2005,2
P87630,1,2008,7735
P92646,V,1993,1
P84678,9,2003,1
P87035,U,1981,3
P84663,L,1999,4
Y00443,1,2012,555
ZZZZ,H,1952,2
P92652,N,2010,1
P87649,H,2000,323
P87649,h,2000,5
P82652,Q,2000,1
P91008,6,1981,2
P87658,2,1977,1
P92652,C,2000,1
P92652,c,2000,2
P87668,8,1995,39
P87014,a,2001,2756
P87014,A,2001,226
P91011,I,2013,2
N81124,7,2001,1
P83623,0,1998,1
P91007,J,2001,2
P91007,j,2001,8
P92605,A,1967,1
P87668,Z,1989,2
P87610,5,2006,3080
P92010,L,2005,1
N81109,E,2006,7
P84019,3,2013,1
Y02325,9,2004,13
P91633,9,1968,1
P87639,8,1973,1
P82009,S,1997,1
P87620,j,2011,2945
P83605,6,2012,29
P87620,J,2011,1162
P87040,D,1984,1
Y01695,e,2000,1
P87660,O,2011,8
P87660,o,2011,7
P82012,d,2002,2
N81033,M,1998,2
P87642,V,1995,14
P87658,N,1989,17
Y02767,A,1948,3
Y00050,C,2011,1
P87618,Z,1983,9
P89017,6,2002,10
P87659,S,2000,56
P83609,g,2000,1
P83017,R,2011,13
P87002,p,2007,3207
P87002,P,2007,150
P87660,8,1998,21
P87668,5,2009,1352
P84688,D,1999,7
P87002,E,1980,1
P91633,K,2013,5
P85612,6,2009,1
P92632,~,2002,1
P86010,$,2008,1
P87027,1,1925,28
P87610,V,2009,143
P87651,g,2001,236
P87651,G,2001,82
Y02625,8,1971,3
P82015,p,2002,2
P82015,P,2002,8
P82007,l,1994,2
P82007,L,1994,1
P82008,X,2005,4
Y02322,K,1994,2
P87617,g,2007,100
P87617,G,2007,42
P87027,9,1969,3
Y02321,S,2013,20
P87658,6,1979,46
P87018,S,1987,1
P87629,l,2001,98
P87629,L,2001,7
P91629,e,2014,3
ZZZX,9,1998,5873
P87630,V,2010,3183
