P86006,1984,13.78,0,1
P86026,1986,81.59,0,1
P86606,1988,65.4,0,1
P83621,1989,68.52,0,1
P84012,1974,21.4166666666667,0,6
P84043,1988,12.81,0,1
P84642,1990,55.39,0,1
P92002,1921,11.03,0,1
N81122,1979,6.02,0,1
P82025,1988,35.81,0,1
P87006,1994,63.78,0,1
Y02795,1970,24.17,0,1
P87034,1951,9.45,0,1
P82643,1986,9.61,0,1
N83019,1986,24.56,0,1
N81075,1953,4,0,1
N81012,1969,53.07,0,1
N81126,1962,6.4,0,1
P84056,1989,35.985,0,2
P86011,1983,29.03,0,2
P84027,1972,35.07,0,1
P83010,1946,22.24,0,2
P92004,1961,15.7,0,1
P92607,1981,22.04,0,1
P92615,1977,27.9566666666667,0,3
